group,M2,s0_root,theta_deg,GA,GB,G2460,G2536,Gamma2460_keV,Gamma2536_keV
borel_threshold,4.597580559671495,2.5216848040574282,35.3,-0.3402164265898223,-0.25530031619939375,-0.4049568408551161,-0.13013618027936197,34.47086878682507,5.255285011782428
borel_threshold,3.0532480453718884,2.583212262537945,35.3,-0.4072491462896843,-0.2921545634862156,-0.4737703455817288,-0.16354759480612105,47.181364544861005,8.300198656397471
borel_threshold,3.1455071481473866,2.506908401534561,35.3,-0.35980123799477415,-0.26628989481417487,-0.4252430816542444,-0.13976966927026058,38.01099718958243,6.062141073314731
borel_threshold,5.007405269965002,2.550338780275993,35.3,-0.35623672452159233,-0.2640909257892331,-0.4213886390858717,-0.1381312268512955,37.3250497097716,5.920847862578499
borel_threshold,3.610093737272162,2.5164973486070012,35.3,-0.3509526999672291,-0.2615763741658387,-0.416283005107654,-0.13527178861305747,36.42605271225797,5.678251556099808
borel_threshold,3.542741619672143,2.5246910814153445,35.3,-0.3574945897924472,-0.26520525166927683,-0.42302494936138524,-0.13851389627626537,37.61548916983833,5.953698737906261
borel_threshold,3.2654930817299372,2.569334424165848,35.3,-0.3915690801974719,-0.2838343110309108,-0.45791902905177556,-0.15555842477141865,44.07701060793676,7.509088746400308
borel_threshold,3.110280586381439,2.570857390290516,35.3,-0.3979850998498131,-0.28719823379079995,-0.4643719987405471,-0.1588509111737482,45.32802515142242,7.830321327319421
borel_threshold,5.167067501346195,2.558120762436226,35.3,-0.36070834917181066,-0.26651711163245917,-0.42595270295055876,-0.14037869782938822,38.137964188496156,6.115086190947197
borel_threshold,4.396319284172584,2.5492722857576413,35.3,-0.35954378154402006,-0.2661835416156742,-0.42500750963810785,-0.13962100638962271,37.96889493130212,6.049252210076756
borel_threshold,5.604935235634103,2.5331651401178013,35.3,-0.342587406623232,-0.25616687871183874,-0.4070341639852436,-0.13157047645513584,34.82542902028976,5.371765658587205
borel_threshold,5.755018852154353,2.578712446849977,35.3,-0.37315870880298646,-0.2732079187141297,-0.4386078573570761,-0.14667357044898488,40.437804160916556,6.675808832579164
borel_threshold,4.962290835633448,2.5702525556587896,35.3,-0.3695333950055848,-0.2715087814056401,-0.43512621231029885,-0.1446966750316743,39.798366055787184,6.497065826249024
borel_threshold,3.4943894198037952,2.5403396013385615,35.3,-0.3680540717405889,-0.2710377364018004,-0.43388693654844,-0.14376154065412755,39.57199074836993,6.413359727908091
borel_threshold,3.688553263136268,2.5406973616028563,35.3,-0.3638841516500794,-0.2687531004850588,-0.4296127391797691,-0.14167850640406185,38.79618766544919,6.2288533093795015
borel_threshold,3.2176019993461855,2.5405091143720595,35.3,-0.37654821652571263,-0.27558643304761943,-0.44250770519366567,-0.1480654324710562,41.160100283963025,6.803110460860359
borel_threshold,3.1053372777231374,2.5175085976153997,35.3,-0.36766861228878833,-0.2705987954192899,-0.4333059596296729,-0.14370059809945954,39.46608748567047,6.407923452234434
