sector,state,scenario,M2,s0,theta_deg,quoted_combo,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,chi_effective
Bs,B_{s1}(5750),lattice_fperp_s,8.8,38.0,35.3,low,0.35684421592419907,0.4376222203237653,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4453344267614285,-0.04147726705032114,0.4453344267614285,24.498808771107814,0.21251651920234318,24.498808771107814,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,9.2,38.0,35.3,low,0.34342016906295775,0.423335065731205,0.448804208775972,0.19667693065789485,0.6561573080128956,0.43009880784810245,-0.042368481727891316,0.43009880784810245,22.85119444534774,0.2217472440623167,22.85119444534774,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,9.6,38.0,35.3,low,0.33187123549822434,0.4109775170648935,0.448804208775972,0.19667693065789485,0.6561573080128956,0.41694527137121995,-0.04306076212012501,0.41694527137121995,21.474869526836702,0.22905293039022162,21.474869526836702,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.0,38.0,35.3,low,0.3218493966641929,0.40020031456483707,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4054935733538024,-0.04360102778612796,0.4054935733538024,20.31142433338654,0.23483665294752637,20.31142433338654,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.4,38.0,35.3,low,0.31308514027553247,0.390731426747177,0.448804208775972,0.19667693065789485,0.6561573080128956,0.39544815897524516,-0.04402385858777818,0.39544815897524516,19.317527727814344,0.23941350119138555,19.317527727814344,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.8,38.0,35.3,low,0.30536696297426613,0.38235621626630717,0.448804208775972,0.19667693065789485,0.6561573080128956,0.38657628074200495,-0.044355087809108615,0.38657628074200495,18.460473450813392,0.24302967995788508,18.460473450813392,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.2,38.0,35.3,low,0.2985268786397707,0.374903336869487,0.448804208775972,0.19667693065789485,0.6561573080128956,0.37869247200149875,-0.044614252076065966,0.37869247200149875,17.715188264898977,0.2458779943104074,17.715188264898977,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.600000000000001,38.0,35.3,low,0.29242999913856654,0.36823453847648174,0.448804208775972,0.19667693065789485,0.6561573080128956,0.37164734526722293,-0.04481629071757435,0.37164734526722293,17.06217916784117,0.24810998682948981,17.06217916784117,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.0,38.0,35.3,low,0.2869669275484618,0.3622371857346678,0.448804208775972,0.19667693065789485,0.6561573080128956,0.36531938740648856,-0.04497274309674755,0.36531938740648856,16.486097718443578,0.24984530014176254,16.486097718443578,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.4,38.0,35.3,low,0.2820481264118025,0.3568186918348503,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3596088661433402,-0.045092604386283555,0.3596088661433402,15.974718343911508,0.25117884952531117,15.974718343911508,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.8,38.0,35.3,low,0.27759969431900816,0.35190232471313804,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3544332467280013,-0.045182945312362034,0.3544332467280013,15.51819962690962,0.2521863078922383,15.51819962690962,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,13.2,38.0,35.3,low,0.27356016096126096,0.3474240103641169,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3497237039541476,-0.04524936643045642,0.3497237039541476,15.108542377662369,0.2529283050525841,15.108542377662369,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,13.600000000000001,38.0,35.3,low,0.2698780283405168,0.3433298699284832,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3454224389335017,-0.04529633485326836,0.3454224389335017,14.739186726708216,0.25345365203489056,14.739186726708216,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,14.0,38.0,35.3,low,0.26650986524142356,0.33957430318893095,0.448804208775972,0.19667693065789485,0.6561573080128956,0.34148059420672855,-0.045327436442284284,0.34148059420672855,14.404708867151296,0.2538018266769573,14.404708867151296,4.980468750000001
