M2_GeV2,s0_GeV2,theta_deg,Pi_AA_GeV4,Pi_AB_GeV4,Pi_BB_GeV4,Pi12_rotated_GeV4,lambda1_GeV4,lambda2_GeV4,f1_GeV,f2_GeV,m_eff1_GeV,m_eff2_GeV,pole_fraction_trace,d5_fraction_frobenius
3.2,8.2,31.88580580204601,0.05567718451708221,0.0634988893961222,0.1182460169750553,-9.140096101698655e-18,0.1577487722768584,0.016174429215279104,0.4155486044357492,0.13693976881787598,2.4868014445129667,2.4433019191550356,0.4166288210989624,0.011879665834702947
3.2,8.299999999999997,31.779615004688225,0.056747027921555414,0.06477732321219017,0.12117345734341214,-2.205448970825004e-18,0.1613051996408954,0.016615285624072183,0.42020674347199555,0.1387934637530112,2.4959586401858447,2.455488807207477,0.42537405791092986,0.01161718699824216
3.2,8.399999999999999,31.674453283036087,0.057802303677303025,0.06603951995994763,0.12408994240801345,-6.457551139605404e-18,0.16483611531944506,0.01705613076587141,0.4247809380729951,0.14062267887635865,2.5050581922375112,2.4674912727882146,0.43406345573915917,0.011367794507271264
3.2,8.499999999999996,31.570340536352244,0.05884290368076079,0.06728529263494094,0.12699436147187332,2.7645459277617236e-18,0.16834055183546273,0.0174967133171714,0.4292726381525309,0.14242733446534103,2.5140979367509586,2.4793142657114733,0.44269434809809566,0.01113061602859664
3.2,8.599999999999998,31.46729379619002,0.05986873968699919,0.06851447955265151,0.12988565173702876,2.6408560169660596e-17,0.1718176005824466,0.017936790841581327,0.43368326022172654,0.14420737799230515,2.523075952068276,2.4909624572080107,0.45126421674203865,0.010904852680536547
3.2,8.699999999999996,31.365327517868387,0.06087974223529476,0.06972694307722707,0.13276279739231672,2.4503690049975465e-17,0.1752664098517439,0.018376129775867577,0.4380141892821613,0.1459627822994978,2.5319905337426025,2.5024402615310906,0.4597706873187548,0.010689771601493786
3.2,8.799999999999997,31.26445383833707,0.06187585961818758,0.07092256839603571,0.13562482867874767,-1.1149409091968005e-18,0.17868618290220956,0.018814505394725727,0.4422667805260027,0.1476935438867129,2.540840172380912,2.5137518555318117,0.468211525069217,0.010484699392353691
3.2,8.899999999999995,31.16468280488442,0.06285705689272013,0.07210126233912692,0.1384708209360045,9.168561398730217e-18,0.18207617607250687,0.019251701756217755,0.4464423608666282,0.14939968130396067,2.549623534066453,2.5249011965793873,0.47658463057833245,0.010289016316032346
3.2,8.999999999999996,31.06602257848039,0.06382331493255204,0.07326295224264777,0.14129989363332576,1.5518022561785524e-17,0.18543569693620893,0.019687511629668884,0.45054223032003843,0.15108123364202278,2.558339442964066,2.5358920389168187,0.4848880355809362,0.01010215115488466
3.2,9.099999999999994,30.96847961498924,0.06477462951966634,0.0744075848552004,0.144111209387798,6.948967576760014e-18,0.18876410249973166,0.02012173640773265,0.4545676632546556,0.15273825911441694,2.5669868658878032,2.5467279486566032,0.4931198988268553,0.009923576641215577
