fB_scheme,include_vector_da_diagnostic,M2,s0_root,s0,GA_stage1_full,GB_tensor_DA_soft2p,GB_vector_DA_diagnostic,GB_soft2p_estimate,G2460_partial,G2536_partial,Gamma2460_keV_partial,Gamma2536_keV_partial,fB
fB_converted_fT_M_over_msum,False,3.0,2.6,6.760000000000001,-0.3111130885937285,0.18371216706122914,-8.788149904573626e-16,0.18371216706122914,-0.029844664995631626,-0.36007056279562855,0.18722686541172362,40.232349808883,0.4619457079970653
fB_converted_fT_M_over_msum,True,3.0,2.6,6.760000000000001,-0.3111130885937285,0.18371216706122914,-8.788149904573626e-16,0.18371216706122825,-0.029844664995632347,-0.360070562795628,0.18722686541173267,40.23234980888287,0.4619457079970653
fB_equal_fT,False,3.25,2.6,6.760000000000001,-0.3213494226775567,0.3152377480927791,-1.4553123585022818e-15,0.3152377480927791,0.07158316204527354,-0.4444278796266111,1.0771011927745409,61.291853350047816,0.256
fB_equal_fT,True,3.25,2.6,6.760000000000001,-0.3213494226775567,0.3152377480927791,-1.4553123585022818e-15,0.31523774809277766,0.07158316204527237,-0.4444278796266103,1.0771011927745058,61.291853350047575,0.256
fB_converted_fT_M_over_msum,False,3.25,2.6,6.760000000000001,-0.3213494226775567,0.1746977233789217,-8.065016241669486e-16,0.1746977233789217,-0.04311683503450017,-0.36321575481466234,0.3907765533586996,40.93827320905887,0.4619457079970653
fB_converted_fT_M_over_msum,True,3.25,2.6,6.760000000000001,-0.3213494226775567,0.1746977233789217,-8.065016241669486e-16,0.1746977233789209,-0.04311683503450084,-0.3632157548146619,0.3907765533587117,40.938273209058785,0.4619457079970653
fB_equal_fT,False,3.5,2.6,6.760000000000001,-0.32952817099357795,0.3023561436801174,-1.3520459947515797e-15,0.3023561436801174,0.056343848391231216,-0.4436591302429721,0.66731020008476,61.07999749948279,0.256
fB_equal_fT,True,3.5,2.6,6.760000000000001,-0.32952817099357795,0.3023561436801174,-1.3520459947515797e-15,0.30235614368011604,0.056343848391230106,-0.4436591302429713,0.6673102000847336,61.07999749948258,0.256
fB_converted_fT_M_over_msum,False,3.5,2.6,6.760000000000001,-0.32952817099357795,0.1675590257515755,-7.492737104478158e-16,0.1675590257515755,-0.053669146584720134,-0.3657655879030417,0.6054581486028489,41.51507729674527,0.4619457079970653
fB_converted_fT_M_over_msum,True,3.5,2.6,6.760000000000001,-0.32952817099357795,0.1675590257515755,-7.492737104478158e-16,0.16755902575157475,-0.053669146584720745,-0.36576558790304126,0.6054581486028626,41.515077296745176,0.4619457079970653
