sector,state,scenario,M2,s0,theta_deg,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,g_2460,g_2536,Gamma_2460_keV,Gamma_2536_keV,chi_effective,g1_abs,g2_abs,scan,fixed_s0,fixed_M2,quoted_combo,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,g_quoted_abs
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.8,7.84,35.3,-0.3007245774746495,-0.25318286269326284,0.345,0.3807805629715229,-0.4081864418895571,0,-0.39000691889149924,0.03246489205488875,31.972704438588643,0.32706049525319625,4.980468750000001,0.39000691889149924,0.03246489205488875,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.85,7.84,35.3,-0.3029808060890099,-0.2541001683017769,0.345,0.3807805629715229,-0.4081864418895571,0,-0.39185962844081296,0.03201988793919677,32.277195621655856,0.3181557517615253,4.980468750000001,0.39185962844081296,0.03201988793919677,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.9,7.84,35.3,-0.30517293980996407,-0.2549929698926039,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3936614052998504,0.03158861543925727,32.574700144831425,0.309643056097623,4.980468750000001,0.3936614052998504,0.03158861543925727,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.95,7.84,35.3,-0.30730387743245197,-0.2558623467130191,0.345,0.3807805629715229,-0.4081864418895571,0,-0.39541452130569016,0.03117043320020861,32.86547992138722,0.3014989748287379,4.980468750000001,0.39541452130569016,0.03117043320020861,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.0,7.84,35.3,-0.30937633700775324,-0.25670931049493173,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3971211063998284,0.030764739700255058,33.149782954053485,0.293701830604705,4.980468750000001,0.3971211063998284,0.030764739700255058,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.05,7.84,35.3,-0.311392870076716,-0.25753481087993785,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3987831599205887,0.03037097018983847,33.42784427846398,0.28623154495382835,4.980468750000001,0.3987831599205887,0.03037097018983847,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.1,7.84,35.3,-0.3133558745651069,-0.25833974032076223,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4004025608191395,0.029988593908932427,33.69988683106037,0.2790694973510954,4.980468750000001,0.4004025608191395,0.029988593908932427,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.15,7.84,35.3,-0.31526760648571417,-0.25912493851723833,0.345,0.3807805629715229,-0.4081864418895571,0,-0.40198107691716867,0.029617111553475305,33.96612224817348,0.27219839865597933,4.980468750000001,0.40198107691716867,0.029617111553475305,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.2,7.84,35.3,-0.317130190574303,-0.25989119643774555,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4035203733097614,0.02925605296534505,34.226751602373284,0.26560217726403457,4.980468750000001,0.4035203733097614,0.02925605296534505,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.25,7.84,35.3,-0.3189456299713329,-0.2606392599707871,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4050220200044803,0.02890497502323052,34.48196608160905,0.2592658765283739,4.980468750000001,0.4050220200044803,0.02890497502323052,M2,7.84,,,,,,,,,
